All transcripts| 4507 entries on 5 pages. Showing entries 1 - 4507.
ID	Chr	Gene ID	Name	NCBI ID	NCBI Protein ID	Variants
00002524	17	NT5C	transcript variant 1	NM_014595.2	NP_055410.1	0
00002525	17	NT5M	5',3'-nucleotidase, mitochondrial	NM_020201.3	NP_064586.1	0
00002526	16	NTHL1	transcript variant X1	XM_005255339.1	XP_005255396.1	0
00002527	16	NTHL1	nth endonuclease III-like 1 (E. coli)	NM_002528.5	NP_002519.1	0
00002528	10	NUDT13	transcript variant X5	XR_246082.1	-	0
00002529	10	NUDT13	transcript variant X2	XM_005269682.1	XP_005269739.1	0
00002530	10	NUDT13	transcript variant X1	XM_005269681.1	XP_005269738.1	0
00002531	10	NUDT13	transcript variant X4	XM_005269684.1	XP_005269741.1	0
00002532	10	NUDT13	nudix (nucleoside diphosphate linked moiety X)-type motif 13	NM_015901.4	NP_056985.3	0
00002533	10	NUDT13	transcript variant X3	XM_005269683.1	XP_005269740.1	0
00002534	19	NUDT19	transcript variant X1	XM_005258925.1	XP_005258982.1	0
00002535	19	NUDT19	nudix (nucleoside diphosphate linked moiety X)-type motif 19	NM_001105570.1	NP_001099040.1	0
00002536	9	NUDT2	transcript variant 1	NM_001161.4	NP_001152.1	0
00002537	9	NUDT2	transcript variant 2	NM_147172.2	NP_671701.1	0
00002538	9	NUDT2	transcript variant 3	NM_147173.2	NP_671702.1	0
00002539	9	NUDT2	transcript variant 4	NM_001244390.1	NP_001231319.1	0
00002540	11	NUDT8	transcript variant 2	NM_181843.2	NP_862826.1	0
00002541	11	NUDT8	transcript variant 1	NM_001243750.1	NP_001230679.1	0
00002542	4	OCIAD1	transcript variant X1	XM_005248112.1	XP_005248169.1	0
00002543	4	OCIAD1	transcript variant 4	NM_001079841.2	NP_001073310.1	0
00002544	4	OCIAD1	transcript variant 1	NM_017830.3	NP_060300.1	0
00002545	4	OCIAD1	transcript variant 3	NM_001079840.2	NP_001073309.1	0
00002546	4	OCIAD1	transcript variant X4	XM_005248115.1	XP_005248172.1	0
00002547	4	OCIAD1	transcript variant 2	NM_001079839.2	NP_001073308.1	0
00002548	4	OCIAD1	transcript variant 5	NM_001079842.2	NP_001073311.2	0
00002549	4	OCIAD1	transcript variant 6	NM_001168254.1	NP_001161726.1	0
00002550	4	OCIAD1	transcript variant X3	XM_005248114.1	XP_005248171.1	0
00002551	4	OCIAD1	transcript variant X2	XM_005248113.1	XP_005248170.1	0
00002552	10	OGDHL	transcript variant 3	NM_001143997.1	NP_001137469.1	0
00002553	10	OGDHL	transcript variant 2	NM_001143996.1	NP_001137468.1	0
00002554	10	OGDHL	transcript variant 1	NM_018245.2	NP_060715.2	0
00002555	1	OMA1	transcript variant X4	XM_005270423.1	XP_005270480.1	0
00002556	1	OMA1	transcript variant X3	XM_005270422.1	XP_005270479.1	0
00002557	1	OMA1	transcript variant X5	XM_005270424.1	XP_005270481.1	0
00002558	1	OMA1	transcript variant X6	XM_005270425.1	XP_005270482.1	0
00002559	1	OMA1	OMA1 zinc metallopeptidase	NM_145243.3	NP_660286.1	0
00002560	1	OMA1	transcript variant X1	XM_005270420.1	XP_005270477.1	0
00002561	1	OMA1	transcript variant X2	XM_005270421.1	XP_005270478.1	0
00002562	2	OSGEPL1	O-sialoglycoprotein endopeptidase-like 1	NM_022353.2	NP_071748.2	0
00002563	2	OSGEPL1	transcript variant X3	XM_005246765.1	XP_005246822.1	0
00002564	2	OSGEPL1	transcript variant X1	XM_005246763.1	XP_005246820.1	0
00002565	2	OSGEPL1	transcript variant X4	XM_005246766.1	XP_005246823.1	0
00002566	2	OSGEPL1	transcript variant X2	XM_005246764.1	XP_005246821.1	0
00002567	2	OSGEPL1	transcript variant X5	XM_005246767.1	XP_005246824.1	0
00002568	3	OXNAD1	oxidoreductase NAD-binding domain containing 1	NM_138381.3	NP_612390.1	0
00002569	3	OXNAD1	transcript variant X4	XM_005265562.1	XP_005265619.1	0
00002570	3	OXNAD1	transcript variant X3	XM_005265561.1	XP_005265618.1	0
00002571	3	OXNAD1	transcript variant X1	XM_005265559.1	XP_005265616.1	0
00002572	3	OXNAD1	transcript variant X2	XM_005265560.1	XP_005265617.1	0
00002573	8	OXR1	transcript variant 4	NM_001198533.1	NP_001185462.1	0
00002574	8	OXR1	transcript variant 1	NM_018002.3	NP_060472.2	0
00002575	8	OXR1	transcript variant 3	NM_001198532.1	NP_001185461.1	0
00002576	8	OXR1	transcript variant 2	NM_181354.4	NP_851999.2	0
00002577	8	OXR1	transcript variant 5	NM_001198534.1	NP_001185463.1	0
00002578	8	OXR1	transcript variant 6	NM_001198535.1	NP_001185464.1	0
00002579	3	OXSM	transcript variant 1	NM_017897.2	NP_060367.1	0
00002580	3	OXSM	transcript variant 2	NM_001145391.1	NP_001138863.1	0
00002581	3	OXSM	transcript variant 3	NR_026937.1	-	0
00002582	6	PACRG	transcript variant 1	NM_152410.2	NP_689623.2	0
00002583	6	PACRG	transcript variant 2	NM_001080378.1	NP_001073847.1	0
00002584	6	PACRG	transcript variant 3	NM_001080379.1	NP_001073848.1	0
00002585	20	PAK7	transcript variant 2	NM_177990.2	NP_817127.1	0
00002586	20	PAK7	transcript variant 1	NM_020341.3	NP_065074.1	0
00002587	5	PCBD2	pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 2	NM_032151.4	NP_115527.3	0
00002588	4	PDHA2	pyruvate dehydrogenase (lipoamide) alpha 2	NM_005390.4	NP_005381.1	0
00002589	2	PDK1	transcript variant 3	NR_103731.1	-	0
00002590	2	PDK1	transcript variant 1	NM_001278549.1	NP_001265478.1	0
00002591	2	PDK1	transcript variant 2	NM_002610.4	NP_002601.1	0
00002592	17	PDK2	transcript variant 2	NM_001199898.1	NP_001186827.1	0
00002593	17	PDK2	transcript variant 1	NM_002611.4	NP_002602.2	0
00002594	17	PDK2	transcript variant 4	NM_001199900.1	NP_001186829.1	0
00002595	17	PDK2	transcript variant 3	NM_001199899.1	NP_001186828.1	0
00002596	X	PDK3	transcript variant 1	NM_001142386.2	NP_001135858.1	0
00002597	X	PDK3	transcript variant 2	NM_005391.4	NP_005382.1	0
00002598	7	PDK4	pyruvate dehydrogenase kinase, isozyme 4	NM_002612.3	NP_002603.1	0
00002599	16	PDP2	transcript variant X1	XM_005256064.1	XP_005256121.1	0
00002600	16	PDP2	pyruvate dehyrogenase phosphatase catalytic subunit 2	NM_020786.2	NP_065837.1	0
00002601	16	PDP2	transcript variant X4	XM_005256067.1	XP_005256124.1	0
00002602	16	PDP2	transcript variant X3	XM_005256066.1	XP_005256123.1	0
00002603	16	PDP2	transcript variant X2	XM_005256065.1	XP_005256122.1	0
00002604	16	PDP2	transcript variant X5	XM_005256068.1	XP_005256125.1	0
00002605	16	PDPR	pyruvate dehydrogenase phosphatase regulatory subunit	NM_017990.3	NP_060460.4	0
00002606	16	PDPR	transcript variant X1	XM_005256015.1	XP_005256072.1	0
00002607	16	PDPR	transcript variant X7	XR_243415.1	-	0
00002608	16	PDPR	transcript variant X3	XM_005256017.1	XP_005256074.1	0
00002609	16	PDPR	transcript variant X4	XM_005256018.1	XP_005256075.1	0
00002610	16	PDPR	transcript variant X2	XM_005256016.1	XP_005256073.1	0
00002611	16	PDPR	transcript variant X5	XM_005256019.1	XP_005256076.1	0
00002612	16	PDPR	transcript variant X6	XM_005256020.1	XP_005256077.1	0
00002613	1	PEX11B	transcript variant 1	NM_003846.2	NP_003837.1	0
00002614	1	PEX11B	transcript variant 2	NM_001184795.1	NP_001171724.1	0
00002615	17	PGS1	transcript variant X8	XR_243690.1	-	0
00002616	17	PGS1	transcript variant X9	XR_243691.1	-	0
00002617	17	PGS1	transcript variant X1	XM_005257828.1	XP_005257885.1	0
00002618	17	PGS1	transcript variant X6	XM_005257833.1	XP_005257890.1	0
00002619	17	PGS1	transcript variant X4	XM_005257831.1	XP_005257888.1	0
00002620	17	PGS1	transcript variant X3	XM_005257830.1	XP_005257887.1	0
00002621	17	PGS1	transcript variant X10	XR_243692.1	-	0
00002622	17	PGS1	transcript variant X5	XM_005257832.1	XP_005257889.1	0
00002623	17	PGS1	transcript variant X7	XM_005257834.1	XP_005257891.1	0
00002624	17	PGS1	transcript variant X2	XM_005257829.1	XP_005257886.1	0
00002625	17	PGS1	phosphatidylglycerophosphate synthase 1	NM_024419.3	NP_077733.3	0
00002626	17	PGS1	transcript variant X11	XR_243693.1	-	0
00002627	12	PHB2	transcript variant X1	XR_242980.1	-	0
00002628	12	PHB2	transcript variant 3	NM_001267700.1	NP_001254629.1	0
00002629	12	PHB2	transcript variant 1	NM_001144831.1	NP_001138303.1	0
00002630	10	PHYHIPL	transcript variant 1	NM_032439.3	NP_115815.2	0
00002631	10	PHYHIPL	transcript variant 2	NM_001143774.1	NP_001137246.1	0
00002632	10	PHYHIPL	transcript variant X1	XM_005270226.1	XP_005270283.1	0
00002633	10	PHYHIPL	transcript variant X3	XM_005270228.1	XP_005270285.1	0
00002634	10	PHYHIPL	transcript variant X2	XM_005270227.1	XP_005270284.1	0
00002635	4	PIGY	phosphatidylinositol glycan anchor biosynthesis, class Y	NM_001042616.2	NP_001036081.1	0
00002636	22	PISD	transcript variant X1	XM_005261455.1	XP_005261512.1	0
00002637	22	PISD	transcript variant X2	XM_005261456.1	XP_005261513.1	0
00002638	22	PISD	transcript variant X6	XM_005261460.1	XP_005261517.1	0
00002639	22	PISD	transcript variant X8	XM_005261462.1	XP_005261519.1	0
00002640	22	PISD	transcript variant X4	XM_005261458.1	XP_005261515.1	0
00002641	22	PISD	transcript variant X5	XM_005261459.1	XP_005261516.1	0
00002642	22	PISD	phosphatidylserine decarboxylase	NM_014338.3	NP_055153.1	0
00002643	22	PISD	transcript variant X7	XM_005261461.1	XP_005261518.1	0
00002644	22	PISD	transcript variant X3	XM_005261457.1	XP_005261514.1	0
00002645	10	PITRM1	transcript variant 2	NM_014889.3	NP_055704.2	0
00002646	10	PITRM1	transcript variant 1	NM_001242307.1	NP_001229236.1	0
00002647	10	PITRM1	transcript variant 3	NM_001242309.1	NP_001229238.1	0
00002648	9	PMPCA	transcript variant X2	XM_005266060.1	XP_005266117.1	1
00002649	9	PMPCA	transcript variant X1	XM_005266059.1	XP_005266116.1	1
00002650	9	PMPCA	peptidase (mitochondrial processing) alpha	NM_015160.1	NP_055975.1	2
00002651	7	PMPCB	peptidase (mitochondrial processing) beta	NM_004279.2	NP_004270.2	5
00002652	7	PMPCB	transcript variant X1	XM_005250717.1	XP_005250774.1	5
00002653	7	PMPCB	transcript variant X3	XR_242267.1	-	5
00002654	7	PMPCB	transcript variant X2	XM_005250718.1	XP_005250775.1	5
00002655	17	POLDIP2	polymerase (DNA-directed), delta interacting protein 2	NM_015584.3	NP_056399.1	0
00002656	19	POLRMT	polymerase (RNA) mitochondrial (DNA directed)	NM_005035.3	NP_005026.3	0
00002657	19	POLRMT	transcript variant X2	XM_005259581.1	XP_005259638.1	0
00002658	19	POLRMT	transcript variant X1	XM_005259580.1	XP_005259637.1	0
00002659	4	PPA2	transcript variant 4	NM_176867.3	NP_789843.2	0
00002660	4	PPA2	transcript variant 3	NM_176866.2	NP_789842.2	0
00002661	4	PPA2	transcript variant 2	NM_006903.4	NP_008834.3	0
00002662	4	PPA2	transcript variant 1	NM_176869.2	NP_789845.1	0
00002663	10	PPIF	peptidylprolyl isomerase F	NM_005729.3	NP_005720.1	0
00002664	4	PPM1K	protein phosphatase, Mg2+/Mn2+ dependent, 1K	NM_152542.4	NP_689755.3	0
00002665	12	PPTC7	PTC7 protein phosphatase homolog (S. cerevisiae)	NM_139283.1	NP_644812.1	0
00002666	1	PRDX1	transcript variant 4	NM_001202431.1	NP_001189360.1	0
00002667	1	PRDX1	transcript variant 3	NM_181697.2	NP_859048.1	0
00002668	1	PRDX1	transcript variant 2	NM_181696.2	NP_859047.1	0
00002669	1	PRDX1	transcript variant 1	NM_002574.3	NP_002565.1	0
00002670	19	PRDX2	peroxiredoxin 2	NM_005809.5	NP_005800.3	0
00002671	19	PRDX2	transcript variant X2	XM_005260041.1	XP_005260098.1	0
00002672	19	PRDX2	transcript variant X1	XM_005260040.1	XP_005260097.1	0
00002673	10	PRDX3	transcript variant 2	NM_014098.3	NP_054817.2	0
00002674	10	PRDX3	transcript variant 1	NM_006793.3	NP_006784.1	0
00002675	10	PRDX3	transcript variant X1	XM_005269455.1	XP_005269512.1	0
00002676	11	PRDX5	transcript variant X1	XM_005273882.1	XP_005273939.1	0
00002677	11	PRDX5	transcript variant 1	NM_012094.4	NP_036226.1	0
00002678	11	PRDX5	transcript variant 2	NM_181651.2	NP_857634.1	0
00002679	11	PRDX5	transcript variant 3	NM_181652.2	NP_857635.1	0
00002680	1	PRDX6	peroxiredoxin 6	NM_004905.2	NP_004896.1	0
00002681	19	PRODH2	proline dehydrogenase (oxidase) 2	NM_021232.1	NP_067055.1	0
00002682	8	PROSC	transcript variant X1	XM_005273395.1	XP_005273452.1	0
00002683	8	PROSC	proline synthetase co-transcribed homolog (bacterial)	NM_007198.3	NP_009129.1	0
00002684	6	PRSS35	transcript variant 1	NM_001170423.1	NP_001163894.1	0
00002685	6	PRSS35	transcript variant 2	NM_153362.2	NP_699193.2	0
00002686	5	PTCD2	transcript variant X5	XR_241790.1	-	0
00002687	5	PTCD2	pentatricopeptide repeat domain 2	NM_024754.3	NP_079030.3	0
00002688	5	PTCD2	transcript variant X1	XM_005248601.1	XP_005248658.1	0
00002689	5	PTCD2	transcript variant X3	XM_005248603.1	XP_005248660.1	0
00002690	5	PTCD2	transcript variant X2	XM_005248602.1	XP_005248659.1	0
00002691	5	PTCD2	transcript variant X4	XM_005248604.1	XP_005248661.1	0
00002692	2	PTCD3	Pentatricopeptide repeat domain 3	NM_017952.5	NP_060422.4	0
00002693	9	PTGES2	transcript variant 2	NM_198938.2	NP_945176.1	0
00002694	9	PTGES2	transcript variant 1	NM_025072.6	NP_079348.1	0
00002695	9	PTGES2	transcript variant 5	NM_001256335.1	NP_001243264.1	0
00002696	9	PTRH1	transcript variant X1	XM_005251710.1	XP_005251767.1	0
00002697	9	PTRH1	peptidyl-tRNA hydrolase 1 homolog (S. cerevisiae)	NM_001002913.1	NP_001002913.1	0
00002698	17	PTRH2	peptidyl-tRNA hydrolase 2	NM_016077.3	NP_057161.1	0
00002699	11	PTS	6-pyruvoyltetrahydropterin synthase	NM_000317.2	NP_000308.1	0
00002700	12	PXMP2	peroxisomal membrane protein 2, 22kDa	NM_018663.1	NP_061133.1	0
00002701	17	PYCR1	transcript variant X5	XM_005256383.1	XP_005256440.1	0
00002702	17	PYCR1	transcript variant X2	XM_005256380.1	XP_005256437.1	0
00002703	17	PYCR1	transcript variant X3	XM_005256381.1	XP_005256438.1	0
00002704	17	PYCR1	transcript variant X6	XM_005256384.1	XP_005256441.1	0
00002705	17	PYCR1	transcript variant X7	XM_005256385.1	XP_005256442.1	0
00002706	17	PYCR1	transcript variant X1	XM_005256379.1	XP_005256436.1	0
00002707	17	PYCR1	transcript variant X4	XM_005256382.1	XP_005256439.1	0
00002708	17	PYCR1	transcript variant 2	NM_153824.1	NP_722546.1	0
00002709	17	PYCR1	transcript variant 1	NM_006907.2	NP_008838.2	0
00002710	4	PYURF	PIGY upstream reading frame	NM_032906.4	NP_116295.1	0
00002711	4	QDPR	quinoid dihydropteridine reductase	NM_000320.2	NP_000311.2	5
00002712	6	QRSL1	glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1	NM_018292.4	NP_060762.3	4
00002713	15	RAB11A	transcript variant X1	XM_005254738.1	XP_005254795.1	0
00002714	15	RAB11A	transcript variant X2	XM_005254739.1	XP_005254796.1	0
00002715	15	RAB11A	transcript variant 1	NM_004663.4	NP_004654.1	0
00002716	15	RAB11A	transcript variant 2	NM_001206836.1	NP_001193765.1	0
00002717	19	RAB11B	RAB11B, member RAS oncogene family	NM_004218.3	NP_004209.2	0
00002718	2	RAB11FIP5	RAB11 family interacting protein 5 (class I)	NM_015470.2	NP_056285.1	0
00002719	11	RAB1B	RAB1B, member RAS oncogene family	NM_030981.2	NP_112243.1	0
00002720	5	RAB24	transcript variant 2	NM_130781.2	NP_570137.2	0
00002721	5	RAB24	transcript variant 1	NM_001031677.2	NP_001026847.1	0
00002722	6	RAB32	RAB32, member RAS oncogene family	NM_006834.3	NP_006825.1	0
00002723	12	RAB35	transcript variant 2	NM_001167606.1	NP_001161078.1	0
00002724	12	RAB35	transcript variant 1	NM_006861.6	NP_006852.1	0
00002725	19	RAB3D	RAB3D, member RAS oncogene family	NM_004283.3	NP_004274.1	0
00002726	19	RAB4B	transcript variant X3	XR_243940.1	-	0
00002727	19	RAB4B	transcript variant X2	XM_005259005.1	XP_005259062.1	0
00002728	19	RAB4B	RAB4B, member RAS oncogene family	NM_016154.4	NP_057238.3	0
00002729	19	RAB4B	transcript variant X1	XM_005259004.1	XP_005259061.1	0
00002730	19	RAB4B-EGLN2	RAB4B-EGLN2 readthrough (non-protein coding)	NR_037791.1	-	0
00002731	15	RAB8B	RAB8B, member RAS oncogene family	NM_016530.2	NP_057614.1	0
00002732	5	RARS	arginyl-tRNA synthetase	NM_002887.3	NP_002878.2	0
00002733	19	RDH13	transcript variant X1	XM_005258473.1	XP_005258530.1	0
00002734	19	RDH13	transcript variant 2	NM_138412.3	NP_612421.1	0
00002735	19	RDH13	transcript variant 1	NM_001145971.1	NP_001139443.1	0
00002736	19	RDH13	transcript variant 3	NR_027381.1	-	0
00002737	19	RDH13	transcript variant 4	NR_027382.1	-	0
00002738	2	RDH14	retinol dehydrogenase 14 (all-trans/9-cis/11-cis)	NM_020905.3	NP_065956.1	0
00002739	11	REXO2	REX2, RNA exonuclease 2 homolog (S. cerevisiae)	NM_015523.3	NP_056338.2	0
00002740	9	RFK	riboflavin kinase	NM_018339.5	NP_060809.3	0
00002741	3	RHOA	transcript variant X1	XM_005265116.1	XP_005265173.1	0
00002742	3	RHOA	ras homolog family member A	NM_001664.2	NP_001655.1	0
00002743	17	RHOT1	transcript variant 1	NM_001033568.1	NP_001028740.1	0
00002744	17	RHOT1	transcript variant 2	NM_001033566.1	NP_001028738.1	0
00002745	17	RHOT1	transcript variant 3	NM_018307.3	NP_060777.3	0
00002746	16	RHOT2	ras homolog family member T2	NM_138769.2	NP_620124.1	0
00002747	17	RILP	Rab interacting lysosomal protein	NM_031430.2	NP_113618.2	0
00002748	2	RNASEH1	transcript variant X2	XR_244873.1	-	3
00002749	2	RNASEH1	transcript variant X1	XM_005263850.1	XP_005263907.1	3
00002750	2	RNASEH1	ribonuclease H1	NM_002936.3	NP_002927.2	3
00002751	17	RNMTL1	RNA methyltransferase like 1	NM_018146.2	NP_060616.1	0
00002752	6	RPL10A	ribosomal protein L10a	NM_007104.4	NP_009035.3	0
00002753	4	RPL34	transcript variant 1	NM_000995.3	NP_000986.2	0
00002754	4	RPL34	transcript variant 2	NM_033625.2	NP_296374.1	0
00002755	3	RPL35A	transcript variant X1	XM_005269350.1	XP_005269407.1	0
00002756	3	RPL35A	ribosomal protein L35a	NM_000996.2	NP_000987.2	0
00002757	3	RPL35A	transcript variant X2	XM_005269351.1	XP_005269408.1	0
00002758	5	RPS14	transcript variant X1	XM_005268495.1	XP_005268552.1	0
00002759	5	RPS14	transcript variant 3	NM_005617.3	NP_005608.1	0
00002760	5	RPS14	transcript variant 2	NM_001025070.1	NP_001020241.1	0
00002761	5	RPS14	transcript variant 1	NM_001025071.1	NP_001020242.1	0
00002762	16	RPS15A	transcript variant 1	NM_001030009.1	NP_001025180.1	0
00002763	16	RPS15A	transcript variant 2	NM_001019.4	NP_001010.2	0
00002764	11	RPUSD4	transcript variant 2	NM_001144827.1	NP_001138299.1	0
00002765	11	RPUSD4	transcript variant 1	NM_032795.2	NP_116184.2	0
00002766	17	RSAD1	radical S-adenosyl methionine domain containing 1	NM_018346.1	NP_060816.1	0
00002767	6	RTN4IP1	reticulon 4 interacting protein 1	NM_032730.4	NP_116119.2	0
00002768	22	SAMM50	sorting and assembly machinery component 50 homolog (S. cerevisiae)	NM_015380.4	NP_056195.3	0
00002769	9	SARDH	transcript variant 1	NM_007101.3	NP_009032.2	0
00002770	9	SARDH	transcript variant 2	NM_001134707.1	NP_001128179.1	0
00002771	1	SARS	transcript variant 1	NM_006513.3	NP_006504.2	0
00002772	1	SARS	transcript variant 2	NR_034072.1	-	0
00002773	1	SARS	transcript variant 3	NR_034073.1	-	0
00002774	1	SCCPDH	saccharopine dehydrogenase (putative)	NM_016002.2	NP_057086.2	0
00002775	1	SCP2	transcript variant 1	NM_002979.4	NP_002970.2	0
00002776	1	SCP2	transcript variant 6	NM_001193600.1	NP_001180529.1	0
00002777	1	SCP2	transcript variant 7	NM_001193599.1	NP_001180528.1	0
00002778	1	SCP2	transcript variant 8	NM_001193617.1	NP_001180546.1	0
00002779	1	SCP2	transcript variant 2	NM_001007098.2	NP_001007099.1	0
00002780	1	SCP2	transcript variant 3	NM_001007099.2	NP_001007100.1	0
00002781	1	SCP2	transcript variant 5	NM_001007250.2	NP_001007251.1	0
00002782	1	SCP2	transcript variant 4	NM_001007100.2	NP_001007101.1	0
00002783	12	SDSL	transcript variant X1	XM_005253830.1	XP_005253887.1	0
00002784	12	SDSL	serine dehydratase-like	NM_138432.2	NP_612441.1	0
00002785	12	SDSL	transcript variant X2	XM_005253831.1	XP_005253888.1	0
00002786	9	SECISBP2	transcript variant X1	XM_005252192.1	XP_005252249.1	0
00002787	9	SECISBP2	transcript variant X7	XM_005252198.1	XP_005252255.1	0
00002788	9	SECISBP2	SECIS binding protein 2	NM_024077.3	NP_076982.3	0
00002789	9	SECISBP2	transcript variant X8	XM_005252199.1	-	0
00002790	9	SECISBP2	transcript variant X3	XM_005252194.1	XP_005252251.1	0
00002791	9	SECISBP2	transcript variant X2	XM_005252193.1	XP_005252250.1	0
00002792	9	SECISBP2	transcript variant X4	XM_005252195.1	XP_005252252.1	0
00002793	9	SECISBP2	transcript variant X5	XM_005252196.1	XP_005252253.1	0
00002794	9	SECISBP2	transcript variant X12	XR_242601.1	-	0
00002795	9	SECISBP2	transcript variant X9	XM_005252200.1	XP_005252257.1	0
00002796	9	SECISBP2	transcript variant X10	XM_005252201.1	XP_005252258.1	0
00002797	9	SECISBP2	transcript variant X6	XM_005252197.1	XP_005252254.1	0
00002798	9	SECISBP2	transcript variant X11	XM_005252202.1	XP_005252259.1	0
00002799	22	SERHL2	transcript variant X5	XR_244361.1	-	0
00002800	22	SERHL2	transcript variant X6	XR_244362.1	-	0
00002801	22	SERHL2	transcript variant X1	XM_005261481.1	XP_005261538.1	0
00002802	22	SERHL2	transcript variant X2	XM_005261482.1	XP_005261539.1	0
00002803	22	SERHL2	transcript variant X7	XR_244363.1	-	0
00002804	22	SERHL2	transcript variant X4	XM_005261484.1	XP_005261541.1	0
00002805	22	SERHL2	transcript variant X3	XM_005261483.1	XP_005261540.1	0
00002806	22	SERHL2	serine hydrolase-like 2	NM_014509.3	NP_055324.2	0
00002807	5	SFXN1	sideroflexin 1	NM_022754.5	NP_073591.2	0
00002808	5	SFXN1	transcript variant X1	XM_005266012.1	XP_005266069.1	0
00002809	10	SFXN2	sideroflexin 2	NM_178858.4	NP_849189.1	0
00002810	10	SFXN2	transcript variant X2	XR_246066.1	-	0
00002811	10	SFXN2	transcript variant X3	XR_246067.1	-	0
00002812	10	SFXN2	transcript variant X1	XM_005269517.1	XP_005269574.1	0
00002813	10	SFXN3	sideroflexin 3	NM_030971.3	NP_112233.2	0
00002814	10	SFXN4	transcript variant X1	XM_005269525.1	XP_005269582.1	8
